date,code,faction,long,short,net
20260625,CU,偏产业(金瑞+五矿+光大),32345.0,67929.0,-35584.0
20260626,CU,杭州帮(永安),9721.0,3179.0,6542.0
20260626,CU,外资(高盛+摩根),0.0,0.0,0.0
20260626,CU,主力(国君+东证+中财),63559.0,68309.0,-4750.0
20260626,CU,偏产业(金瑞+五矿+光大),32179.0,66736.0,-34557.0
20260629,CU,杭州帮(永安),10890.0,3019.0,7871.0
20260629,CU,外资(高盛+摩根),0.0,0.0,0.0
20260629,CU,主力(国君+东证+中财),63302.0,64596.0,-1294.0
20260629,CU,偏产业(金瑞+五矿+光大),29612.0,67997.0,-38385.0
20260630,CU,杭州帮(永安),11202.0,3277.0,7925.0
20260630,CU,外资(高盛+摩根),0.0,0.0,0.0
20260630,CU,主力(国君+东证+中财),62541.0,65201.0,-2660.0
20260630,CU,偏产业(金瑞+五矿+光大),28815.0,70266.0,-41451.0
20260701,CU,杭州帮(永安),10782.0,1321.0,9461.0
20260701,CU,外资(高盛+摩根),0.0,0.0,0.0
20260701,CU,主力(国君+东证+中财),61026.0,66461.0,-5435.0
20260701,CU,偏产业(金瑞+五矿+光大),32059.0,68379.0,-36320.0
20260702,CU,杭州帮(永安),10566.0,1331.0,9235.0
20260702,CU,外资(高盛+摩根),0.0,0.0,0.0
20260702,CU,主力(国君+东证+中财),60851.0,66469.0,-5618.0
20260702,CU,偏产业(金瑞+五矿+光大),31650.0,68294.0,-36644.0
20260703,CU,杭州帮(永安),10273.0,1331.0,8942.0
20260703,CU,外资(高盛+摩根),0.0,0.0,0.0
20260703,CU,主力(国君+东证+中财),63893.0,63909.0,-16.0
20260703,CU,偏产业(金瑞+五矿+光大),29992.0,67952.0,-37960.0
20260706,CU,杭州帮(永安),11047.0,1058.0,9989.0
20260706,CU,外资(高盛+摩根),0.0,0.0,0.0
20260706,CU,主力(国君+东证+中财),62736.0,64384.0,-1648.0
20260706,CU,偏产业(金瑞+五矿+光大),29058.0,68397.0,-39339.0
20260707,CU,杭州帮(永安),11115.0,1516.0,9599.0
20260707,CU,外资(高盛+摩根),0.0,0.0,0.0
20260707,CU,主力(国君+东证+中财),62952.0,62531.0,421.0
20260707,CU,偏产业(金瑞+五矿+光大),28203.0,69066.0,-40863.0
20260708,CU,杭州帮(永安),11111.0,1521.0,9590.0
20260708,CU,外资(高盛+摩根),0.0,0.0,0.0
20260708,CU,主力(国君+东证+中财),63800.0,63769.0,31.0
20260708,CU,偏产业(金瑞+五矿+光大),28323.0,68264.0,-39941.0
20260709,CU,杭州帮(永安),11296.0,1520.0,9776.0
20260709,CU,外资(高盛+摩根),0.0,2122.0,-2122.0
20260709,CU,主力(国君+东证+中财),66734.0,65778.0,956.0
20260709,CU,偏产业(金瑞+五矿+光大),31268.0,72120.0,-40852.0
20260710,CU,杭州帮(永安),12549.0,1543.0,11006.0
20260710,CU,外资(高盛+摩根),0.0,2122.0,-2122.0
20260710,CU,主力(国君+东证+中财),69225.0,64873.0,4352.0
20260710,CU,偏产业(金瑞+五矿+光大),29751.0,73102.0,-43351.0
20260713,CU,杭州帮(永安),12313.0,1515.0,10798.0
20260713,CU,外资(高盛+摩根),0.0,0.0,0.0
20260713,CU,主力(国君+东证+中财),65868.0,66300.0,-432.0
20260713,CU,偏产业(金瑞+五矿+光大),30100.0,72548.0,-42448.0
20260714,CU,杭州帮(永安),12508.0,1552.0,10956.0
20260714,CU,外资(高盛+摩根),0.0,0.0,0.0
20260714,CU,主力(国君+东证+中财),71052.0,65448.0,5604.0
20260714,CU,偏产业(金瑞+五矿+光大),30460.0,73916.0,-43456.0
20260715,CU,杭州帮(永安),13207.0,1690.0,11517.0
20260715,CU,外资(高盛+摩根),0.0,3391.0,-3391.0
20260715,CU,主力(国君+东证+中财),69872.0,65752.0,4120.0
20260715,CU,偏产业(金瑞+五矿+光大),31496.0,76031.0,-44535.0
20260716,CU,杭州帮(永安),12705.0,1699.0,11006.0
20260716,CU,外资(高盛+摩根),0.0,3391.0,-3391.0
20260716,CU,主力(国君+东证+中财),69236.0,63034.0,6202.0
20260716,CU,偏产业(金瑞+五矿+光大),30595.0,74668.0,-44073.0
20260717,CU,杭州帮(永安),12445.0,2432.0,10013.0
20260717,CU,外资(高盛+摩根),0.0,3541.0,-3541.0
20260717,CU,主力(国君+东证+中财),66917.0,66771.0,146.0
20260717,CU,偏产业(金瑞+五矿+光大),29380.0,73329.0,-43949.0
20260720,CU,杭州帮(永安),12570.0,2719.0,9851.0
20260720,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260720,CU,主力(国君+东证+中财),67893.0,68260.0,-367.0
20260720,CU,偏产业(金瑞+五矿+光大),32227.0,72485.0,-40258.0
20260721,CU,杭州帮(永安),13743.0,2791.0,10952.0
20260721,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260721,CU,主力(国君+东证+中财),75819.0,68769.0,7050.0
20260721,CU,偏产业(金瑞+五矿+光大),33106.0,75423.0,-42317.0
20260722,CU,杭州帮(永安),14434.0,2818.0,11616.0
20260722,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260722,CU,主力(国君+东证+中财),76242.0,67447.0,8795.0
20260722,CU,偏产业(金瑞+五矿+光大),29256.0,79469.0,-50213.0
20260723,CU,杭州帮(永安),13832.0,3041.0,10791.0
20260723,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260723,CU,主力(国君+东证+中财),74335.0,65461.0,8874.0
20260723,CU,偏产业(金瑞+五矿+光大),31859.0,80405.0,-48546.0
20260724,CU,杭州帮(永安),14386.0,2241.0,12145.0
20260724,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260724,CU,主力(国君+东证+中财),69333.0,66298.0,3035.0
20260724,CU,偏产业(金瑞+五矿+光大),33066.0,78010.0,-44944.0
20260727,CU,杭州帮(永安),14505.0,2675.0,11830.0
20260727,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260727,CU,主力(国君+东证+中财),71374.0,66884.0,4490.0
20260727,CU,偏产业(金瑞+五矿+光大),31911.0,79208.0,-47297.0
20260728,CU,杭州帮(永安),14326.0,2893.0,11433.0
20260728,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260728,CU,主力(国君+东证+中财),68801.0,67150.0,1651.0
20260728,CU,偏产业(金瑞+五矿+光大),30074.0,77088.0,-47014.0
20260729,CU,杭州帮(永安),14164.0,3728.0,10436.0
20260729,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260729,CU,主力(国君+东证+中财),67343.0,64128.0,3215.0
20260729,CU,偏产业(金瑞+五矿+光大),30038.0,75989.0,-45951.0
20260730,CU,杭州帮(永安),14345.0,2976.0,11369.0
20260730,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260730,CU,主力(国君+东证+中财),68553.0,66911.0,1642.0
20260730,CU,偏产业(金瑞+五矿+光大),28819.0,74796.0,-45977.0
20260731,CU,杭州帮(永安),14851.0,2968.0,11883.0
20260731,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260731,CU,主力(国君+东证+中财),69550.0,63738.0,5812.0
20260731,CU,偏产业(金瑞+五矿+光大),26890.0,76719.0,-49829.0
20260803,CU,杭州帮(永安),15034.0,2190.0,12844.0
20260803,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260803,CU,主力(国君+东证+中财),72854.0,63021.0,9833.0
20260803,CU,偏产业(金瑞+五矿+光大),25882.0,78142.0,-52260.0
20260804,CU,杭州帮(永安),15817.0,2938.0,12879.0
20260804,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260804,CU,主力(国君+东证+中财),72652.0,63435.0,9217.0
20260804,CU,偏产业(金瑞+五矿+光大),24625.0,78175.0,-53550.0
20260805,CU,杭州帮(永安),16699.0,3115.0,13584.0
20260805,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260805,CU,主力(国君+东证+中财),77374.0,66688.0,10686.0
20260805,CU,偏产业(金瑞+五矿+光大),24150.0,81044.0,-56894.0
20260806,CU,杭州帮(永安),15190.0,2864.0,12326.0
20260806,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260806,CU,主力(国君+东证+中财),76334.0,65801.0,10533.0
20260806,CU,偏产业(金瑞+五矿+光大),26049.0,82703.0,-56654.0
20260807,CU,杭州帮(永安),15822.0,2885.0,12937.0
20260807,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260807,CU,主力(国君+东证+中财),80001.0,66293.0,13708.0
20260807,CU,偏产业(金瑞+五矿+光大),26952.0,87396.0,-60444.0
20260810,CU,杭州帮(永安),15488.0,3565.0,11923.0
20260810,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260810,CU,主力(国君+东证+中财),76169.0,65414.0,10755.0
20260810,CU,偏产业(金瑞+五矿+光大),27864.0,86667.0,-58803.0
20260811,CU,杭州帮(永安),15607.0,3258.0,12349.0
20260811,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260811,CU,主力(国君+东证+中财),77138.0,66502.0,10636.0
20260811,CU,偏产业(金瑞+五矿+光大),27149.0,86172.0,-59023.0
20260812,CU,杭州帮(永安),16105.0,3271.0,12834.0
20260812,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260812,CU,主力(国君+东证+中财),77815.0,66755.0,11060.0
20260812,CU,偏产业(金瑞+五矿+光大),27441.0,88760.0,-61319.0
20260813,CU,杭州帮(永安),15886.0,3388.0,12498.0
20260813,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260813,CU,主力(国君+东证+中财),72641.0,68949.0,3692.0
20260813,CU,偏产业(金瑞+五矿+光大),28249.0,82912.0,-54663.0
20260814,CU,杭州帮(永安),16164.0,3392.0,12772.0
20260814,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260814,CU,主力(国君+东证+中财),71148.0,66309.0,4839.0
20260814,CU,偏产业(金瑞+五矿+光大),30905.0,82549.0,-51644.0
20260817,CU,杭州帮(永安),16790.0,3236.0,13554.0
20260817,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260817,CU,主力(国君+东证+中财),76694.0,69295.0,7399.0
20260817,CU,偏产业(金瑞+五矿+光大),32221.0,83686.0,-51465.0
20260818,CU,杭州帮(永安),16003.0,3409.0,12594.0
20260818,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260818,CU,主力(国君+东证+中财),68495.0,69453.0,-958.0
20260818,CU,偏产业(金瑞+五矿+光大),34745.0,80090.0,-45345.0
20260819,CU,杭州帮(永安),14898.0,3449.0,11449.0
20260819,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260819,CU,主力(国君+东证+中财),65464.0,70509.0,-5045.0
20260819,CU,偏产业(金瑞+五矿+光大),32480.0,77468.0,-44988.0
20260820,CU,杭州帮(永安),16060.0,3342.0,12718.0
20260820,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260820,CU,主力(国君+东证+中财),63631.0,67926.0,-4295.0
20260820,CU,偏产业(金瑞+五矿+光大),31470.0,74238.0,-42768.0
20260821,CU,杭州帮(永安),14959.0,3203.0,11756.0
20260821,CU,外资(高盛+摩根),0.0,1040.0,-1040.0
20260821,CU,主力(国君+东证+中财),65268.0,66997.0,-1729.0
20260821,CU,偏产业(金瑞+五矿+光大),34857.0,75297.0,-40440.0
20260514,LC,杭州帮(永安),36934.0,14647.0,22287.0
20260514,LC,外资(高盛+摩根),0.0,0.0,0.0
20260514,LC,主力(国君+东证+中财),110040.0,118925.0,-8885.0
20260514,LC,偏产业(金瑞+五矿+光大),15238.0,34244.0,-19006.0
20260515,LC,杭州帮(永安),36322.0,11863.0,24459.0
20260515,LC,外资(高盛+摩根),0.0,0.0,0.0
20260515,LC,主力(国君+东证+中财),106875.0,112916.0,-6041.0
20260515,LC,偏产业(金瑞+五矿+光大),15068.0,28194.0,-13126.0
20260518,LC,杭州帮(永安),37146.0,15147.0,21999.0
20260518,LC,外资(高盛+摩根),0.0,0.0,0.0
20260518,LC,主力(国君+东证+中财),107550.0,114960.0,-7410.0
20260518,LC,偏产业(金瑞+五矿+光大),15110.0,30590.0,-15480.0
20260519,LC,杭州帮(永安),33831.0,16164.0,17667.0
20260519,LC,外资(高盛+摩根),200.0,0.0,200.0
20260519,LC,主力(国君+东证+中财),99829.0,111521.0,-11692.0
20260519,LC,偏产业(金瑞+五矿+光大),15366.0,30312.0,-14946.0
20260520,LC,杭州帮(永安),32159.0,16440.0,15719.0
20260520,LC,外资(高盛+摩根),200.0,0.0,200.0
20260520,LC,主力(国君+东证+中财),92832.0,109853.0,-17021.0
20260520,LC,偏产业(金瑞+五矿+光大),17482.0,33010.0,-15528.0
20260521,LC,杭州帮(永安),33468.0,17392.0,16076.0
20260521,LC,外资(高盛+摩根),0.0,0.0,0.0
20260521,LC,主力(国君+东证+中财),88529.0,109520.0,-20991.0
20260521,LC,偏产业(金瑞+五矿+光大),24418.0,31712.0,-7294.0
20260522,LC,杭州帮(永安),35139.0,20603.0,14536.0
20260522,LC,外资(高盛+摩根),400.0,0.0,400.0
20260522,LC,主力(国君+东证+中财),94572.0,110021.0,-15449.0
20260522,LC,偏产业(金瑞+五矿+光大),24429.0,32946.0,-8517.0
20260525,LC,杭州帮(永安),34977.0,20968.0,14009.0
20260525,LC,外资(高盛+摩根),400.0,0.0,400.0
20260525,LC,主力(国君+东证+中财),93915.0,110262.0,-16347.0
20260525,LC,偏产业(金瑞+五矿+光大),20317.0,32599.0,-12282.0
20260526,LC,杭州帮(永安),34862.0,20729.0,14133.0
20260526,LC,外资(高盛+摩根),400.0,0.0,400.0
20260526,LC,主力(国君+东证+中财),91770.0,109846.0,-18076.0
20260526,LC,偏产业(金瑞+五矿+光大),25759.0,31771.0,-6012.0
20260527,LC,杭州帮(永安),34904.0,20950.0,13954.0
20260527,LC,外资(高盛+摩根),200.0,0.0,200.0
20260527,LC,主力(国君+东证+中财),84994.0,107963.0,-22969.0
20260527,LC,偏产业(金瑞+五矿+光大),25820.0,31585.0,-5765.0
20260528,LC,杭州帮(永安),35417.0,21339.0,14078.0
20260528,LC,外资(高盛+摩根),400.0,0.0,400.0
20260528,LC,主力(国君+东证+中财),85037.0,105796.0,-20759.0
20260528,LC,偏产业(金瑞+五矿+光大),26586.0,30790.0,-4204.0
20260529,LC,杭州帮(永安),33847.0,21366.0,12481.0
20260529,LC,外资(高盛+摩根),400.0,0.0,400.0
20260529,LC,主力(国君+东证+中财),80878.0,107174.0,-26296.0
20260529,LC,偏产业(金瑞+五矿+光大),21467.0,30055.0,-8588.0
20260601,LC,杭州帮(永安),32952.0,22251.0,10701.0
20260601,LC,外资(高盛+摩根),400.0,3235.0,-2835.0
20260601,LC,主力(国君+东证+中财),81149.0,107685.0,-26536.0
20260601,LC,偏产业(金瑞+五矿+光大),20735.0,29796.0,-9061.0
20260602,LC,杭州帮(永安),32584.0,22637.0,9947.0
20260602,LC,外资(高盛+摩根),400.0,3651.0,-3251.0
20260602,LC,主力(国君+东证+中财),82527.0,108402.0,-25875.0
20260602,LC,偏产业(金瑞+五矿+光大),21319.0,29147.0,-7828.0
20260603,LC,杭州帮(永安),31606.0,23326.0,8280.0
20260603,LC,外资(高盛+摩根),200.0,3655.0,-3455.0
20260603,LC,主力(国君+东证+中财),77214.0,108507.0,-31293.0
20260603,LC,偏产业(金瑞+五矿+光大),27891.0,29500.0,-1609.0
20260604,LC,杭州帮(永安),28703.0,22905.0,5798.0
20260604,LC,外资(高盛+摩根),200.0,3828.0,-3628.0
20260604,LC,主力(国君+东证+中财),76692.0,105967.0,-29275.0
20260604,LC,偏产业(金瑞+五矿+光大),27291.0,30742.0,-3451.0
20260605,LC,杭州帮(永安),30574.0,22351.0,8223.0
20260605,LC,外资(高盛+摩根),0.0,3852.0,-3852.0
20260605,LC,主力(国君+东证+中财),74313.0,107096.0,-32783.0
20260605,LC,偏产业(金瑞+五矿+光大),26898.0,31666.0,-4768.0
20260608,LC,杭州帮(永安),31351.0,22313.0,9038.0
20260608,LC,外资(高盛+摩根),0.0,0.0,0.0
20260608,LC,主力(国君+东证+中财),73641.0,102604.0,-28963.0
20260608,LC,偏产业(金瑞+五矿+光大),24511.0,30901.0,-6390.0
20260609,LC,杭州帮(永安),30270.0,21269.0,9001.0
20260609,LC,外资(高盛+摩根),0.0,0.0,0.0
20260609,LC,主力(国君+东证+中财),74930.0,102472.0,-27542.0
20260609,LC,偏产业(金瑞+五矿+光大),25178.0,30381.0,-5203.0
20260610,LC,杭州帮(永安),30967.0,21495.0,9472.0
20260610,LC,外资(高盛+摩根),0.0,0.0,0.0
20260610,LC,主力(国君+东证+中财),69139.0,102821.0,-33682.0
20260610,LC,偏产业(金瑞+五矿+光大),25142.0,29939.0,-4797.0
20260611,LC,杭州帮(永安),32493.0,21788.0,10705.0
20260611,LC,外资(高盛+摩根),0.0,0.0,0.0
20260611,LC,主力(国君+东证+中财),77205.0,102541.0,-25336.0
20260611,LC,偏产业(金瑞+五矿+光大),23712.0,29091.0,-5379.0
20260612,LC,杭州帮(永安),33479.0,21159.0,12320.0
20260612,LC,外资(高盛+摩根),0.0,0.0,0.0
20260612,LC,主力(国君+东证+中财),77045.0,102008.0,-24963.0
20260612,LC,偏产业(金瑞+五矿+光大),21900.0,29502.0,-7602.0
20260615,LC,杭州帮(永安),32767.0,21118.0,11649.0
20260615,LC,外资(高盛+摩根),0.0,0.0,0.0
20260615,LC,主力(国君+东证+中财),75648.0,102540.0,-26892.0
20260615,LC,偏产业(金瑞+五矿+光大),20701.0,27339.0,-6638.0
20260616,LC,杭州帮(永安),33421.0,20676.0,12745.0
20260616,LC,外资(高盛+摩根),0.0,0.0,0.0
20260616,LC,主力(国君+东证+中财),76221.0,101303.0,-25082.0
20260616,LC,偏产业(金瑞+五矿+光大),20875.0,27174.0,-6299.0
20260617,LC,杭州帮(永安),34460.0,20342.0,14118.0
20260617,LC,外资(高盛+摩根),0.0,0.0,0.0
20260617,LC,主力(国君+东证+中财),77716.0,101766.0,-24050.0
20260617,LC,偏产业(金瑞+五矿+光大),20881.0,27188.0,-6307.0
20260618,LC,杭州帮(永安),31617.0,21967.0,9650.0
20260618,LC,外资(高盛+摩根),0.0,0.0,0.0
20260618,LC,主力(国君+东证+中财),73236.0,101666.0,-28430.0
20260618,LC,偏产业(金瑞+五矿+光大),21307.0,28169.0,-6862.0
20260622,LC,杭州帮(永安),26534.0,21169.0,5365.0
20260622,LC,外资(高盛+摩根),0.0,0.0,0.0
20260622,LC,主力(国君+东证+中财),74545.0,98994.0,-24449.0
20260622,LC,偏产业(金瑞+五矿+光大),20380.0,27932.0,-7552.0
20260623,LC,杭州帮(永安),26604.0,21425.0,5179.0
20260623,LC,外资(高盛+摩根),0.0,0.0,0.0
20260623,LC,主力(国君+东证+中财),72320.0,99947.0,-27627.0
20260623,LC,偏产业(金瑞+五矿+光大),20841.0,28124.0,-7283.0
20260624,LC,杭州帮(永安),27622.0,20807.0,6815.0
20260624,LC,外资(高盛+摩根),0.0,0.0,0.0
20260624,LC,主力(国君+东证+中财),72965.0,99775.0,-26810.0
20260624,LC,偏产业(金瑞+五矿+光大),19777.0,28298.0,-8521.0
20260625,LC,杭州帮(永安),25169.0,21327.0,3842.0
20260625,LC,外资(高盛+摩根),0.0,0.0,0.0
20260625,LC,主力(国君+东证+中财),69198.0,100387.0,-31189.0
20260625,LC,偏产业(金瑞+五矿+光大),19997.0,27333.0,-7336.0
20260626,LC,杭州帮(永安),23730.0,20381.0,3349.0
20260626,LC,外资(高盛+摩根),0.0,0.0,0.0
20260626,LC,主力(国君+东证+中财),70572.0,96590.0,-26018.0
20260626,LC,偏产业(金瑞+五矿+光大),20604.0,28016.0,-7412.0
20260629,LC,杭州帮(永安),24568.0,19564.0,5004.0
20260629,LC,外资(高盛+摩根),0.0,0.0,0.0
20260629,LC,主力(国君+东证+中财),72172.0,95024.0,-22852.0
20260629,LC,偏产业(金瑞+五矿+光大),19782.0,26648.0,-6866.0
20260630,LC,杭州帮(永安),25495.0,18765.0,6730.0
20260630,LC,外资(高盛+摩根),0.0,0.0,0.0
20260630,LC,主力(国君+东证+中财),72393.0,94390.0,-21997.0
20260630,LC,偏产业(金瑞+五矿+光大),18361.0,24722.0,-6361.0
20260701,LC,杭州帮(永安),26683.0,18019.0,8664.0
20260701,LC,外资(高盛+摩根),0.0,0.0,0.0
20260701,LC,主力(国君+东证+中财),75983.0,96919.0,-20936.0
20260701,LC,偏产业(金瑞+五矿+光大),18142.0,25399.0,-7257.0
20260702,LC,杭州帮(永安),28165.0,18269.0,9896.0
20260702,LC,外资(高盛+摩根),0.0,0.0,0.0
20260702,LC,主力(国君+东证+中财),75981.0,95959.0,-19978.0
20260702,LC,偏产业(金瑞+五矿+光大),17742.0,20831.0,-3089.0
20260703,LC,杭州帮(永安),27915.0,17646.0,10269.0
20260703,LC,外资(高盛+摩根),0.0,0.0,0.0
20260703,LC,主力(国君+东证+中财),73954.0,95789.0,-21835.0
20260703,LC,偏产业(金瑞+五矿+光大),16873.0,19677.0,-2804.0
20260706,LC,杭州帮(永安),28205.0,18635.0,9570.0
20260706,LC,外资(高盛+摩根),0.0,0.0,0.0
20260706,LC,主力(国君+东证+中财),72749.0,98393.0,-25644.0
20260706,LC,偏产业(金瑞+五矿+光大),17887.0,20426.0,-2539.0
20260707,LC,杭州帮(永安),26798.0,19055.0,7743.0
20260707,LC,外资(高盛+摩根),0.0,0.0,0.0
20260707,LC,主力(国君+东证+中财),72944.0,98488.0,-25544.0
20260707,LC,偏产业(金瑞+五矿+光大),17474.0,19656.0,-2182.0
20260708,LC,杭州帮(永安),26467.0,19197.0,7270.0
20260708,LC,外资(高盛+摩根),0.0,0.0,0.0
20260708,LC,主力(国君+东证+中财),71232.0,97825.0,-26593.0
20260708,LC,偏产业(金瑞+五矿+光大),17251.0,19580.0,-2329.0
20260709,LC,杭州帮(永安),24493.0,19740.0,4753.0
20260709,LC,外资(高盛+摩根),0.0,0.0,0.0
20260709,LC,主力(国君+东证+中财),77547.0,100171.0,-22624.0
20260709,LC,偏产业(金瑞+五矿+光大),18065.0,19735.0,-1670.0
20260710,LC,杭州帮(永安),24812.0,20430.0,4382.0
20260710,LC,外资(高盛+摩根),0.0,0.0,0.0
20260710,LC,主力(国君+东证+中财),79358.0,98296.0,-18938.0
20260710,LC,偏产业(金瑞+五矿+光大),18025.0,19675.0,-1650.0
20260713,LC,杭州帮(永安),25296.0,20591.0,4705.0
20260713,LC,外资(高盛+摩根),0.0,0.0,0.0
20260713,LC,主力(国君+东证+中财),82052.0,101326.0,-19274.0
20260713,LC,偏产业(金瑞+五矿+光大),17476.0,20975.0,-3499.0
20260714,LC,杭州帮(永安),25771.0,20699.0,5072.0
20260714,LC,外资(高盛+摩根),0.0,0.0,0.0
20260714,LC,主力(国君+东证+中财),83129.0,100336.0,-17207.0
20260714,LC,偏产业(金瑞+五矿+光大),16945.0,21334.0,-4389.0
20260715,LC,杭州帮(永安),24393.0,21474.0,2919.0
20260715,LC,外资(高盛+摩根),0.0,0.0,0.0
20260715,LC,主力(国君+东证+中财),87802.0,104891.0,-17089.0
20260715,LC,偏产业(金瑞+五矿+光大),18713.0,21824.0,-3111.0
20260716,LC,杭州帮(永安),19546.0,21051.0,-1505.0
20260716,LC,外资(高盛+摩根),0.0,0.0,0.0
20260716,LC,主力(国君+东证+中财),92619.0,106870.0,-14251.0
20260716,LC,偏产业(金瑞+五矿+光大),18078.0,23376.0,-5298.0
20260717,LC,杭州帮(永安),20389.0,21864.0,-1475.0
20260717,LC,外资(高盛+摩根),0.0,0.0,0.0
20260717,LC,主力(国君+东证+中财),90330.0,103471.0,-13141.0
20260717,LC,偏产业(金瑞+五矿+光大),19178.0,24350.0,-5172.0
20260720,LC,杭州帮(永安),17975.0,25405.0,-7430.0
20260720,LC,外资(高盛+摩根),0.0,0.0,0.0
20260720,LC,主力(国君+东证+中财),94123.0,110261.0,-16138.0
20260720,LC,偏产业(金瑞+五矿+光大),19115.0,25310.0,-6195.0
20260721,LC,杭州帮(永安),17076.0,27087.0,-10011.0
20260721,LC,外资(高盛+摩根),0.0,0.0,0.0
20260721,LC,主力(国君+东证+中财),95812.0,112485.0,-16673.0
20260721,LC,偏产业(金瑞+五矿+光大),19212.0,25489.0,-6277.0
20260722,LC,杭州帮(永安),17802.0,27542.0,-9740.0
20260722,LC,外资(高盛+摩根),0.0,0.0,0.0
20260722,LC,主力(国君+东证+中财),97093.0,113106.0,-16013.0
20260722,LC,偏产业(金瑞+五矿+光大),20292.0,25560.0,-5268.0
20260723,LC,杭州帮(永安),18382.0,28462.0,-10080.0
20260723,LC,外资(高盛+摩根),0.0,0.0,0.0
20260723,LC,主力(国君+东证+中财),103652.0,116055.0,-12403.0
20260723,LC,偏产业(金瑞+五矿+光大),22964.0,31438.0,-8474.0
20260724,LC,杭州帮(永安),18648.0,28765.0,-10117.0
20260724,LC,外资(高盛+摩根),0.0,0.0,0.0
20260724,LC,主力(国君+东证+中财),103708.0,114730.0,-11022.0
20260724,LC,偏产业(金瑞+五矿+光大),21696.0,31238.0,-9542.0
20260727,LC,杭州帮(永安),20135.0,29297.0,-9162.0
20260727,LC,外资(高盛+摩根),0.0,0.0,0.0
20260727,LC,主力(国君+东证+中财),109426.0,115731.0,-6305.0
20260727,LC,偏产业(金瑞+五矿+光大),20325.0,32826.0,-12501.0
20260728,LC,杭州帮(永安),21468.0,29930.0,-8462.0
20260728,LC,外资(高盛+摩根),0.0,0.0,0.0
20260728,LC,主力(国君+东证+中财),110669.0,119191.0,-8522.0
20260728,LC,偏产业(金瑞+五矿+光大),23233.0,33149.0,-9916.0
20260729,LC,杭州帮(永安),23059.0,30355.0,-7296.0
20260729,LC,外资(高盛+摩根),0.0,0.0,0.0
20260729,LC,主力(国君+东证+中财),115121.0,116113.0,-992.0
20260729,LC,偏产业(金瑞+五矿+光大),22345.0,32542.0,-10197.0
20260730,LC,杭州帮(永安),23357.0,32195.0,-8838.0
20260730,LC,外资(高盛+摩根),0.0,0.0,0.0
20260730,LC,主力(国君+东证+中财),116589.0,117025.0,-436.0
20260730,LC,偏产业(金瑞+五矿+光大),23827.0,34360.0,-10533.0
20260731,LC,杭州帮(永安),23121.0,32603.0,-9482.0
20260731,LC,外资(高盛+摩根),0.0,0.0,0.0
20260731,LC,主力(国君+东证+中财),117394.0,119861.0,-2467.0
20260731,LC,偏产业(金瑞+五矿+光大),23031.0,34179.0,-11148.0
20260803,LC,杭州帮(永安),23479.0,35075.0,-11596.0
20260803,LC,外资(高盛+摩根),0.0,0.0,0.0
20260803,LC,主力(国君+东证+中财),122622.0,122571.0,51.0
20260803,LC,偏产业(金瑞+五矿+光大),23352.0,33504.0,-10152.0
20260804,LC,杭州帮(永安),23409.0,37455.0,-14046.0
20260804,LC,外资(高盛+摩根),0.0,0.0,0.0
20260804,LC,主力(国君+东证+中财),120574.0,122011.0,-1437.0
20260804,LC,偏产业(金瑞+五矿+光大),23191.0,33577.0,-10386.0
20260805,LC,杭州帮(永安),24061.0,38728.0,-14667.0
20260805,LC,外资(高盛+摩根),0.0,0.0,0.0
20260805,LC,主力(国君+东证+中财),119248.0,119903.0,-655.0
20260805,LC,偏产业(金瑞+五矿+光大),22396.0,33215.0,-10819.0
20260806,LC,杭州帮(永安),24316.0,41501.0,-17185.0
20260806,LC,外资(高盛+摩根),0.0,0.0,0.0
20260806,LC,主力(国君+东证+中财),117149.0,121414.0,-4265.0
20260806,LC,偏产业(金瑞+五矿+光大),22365.0,33228.0,-10863.0
20260807,LC,杭州帮(永安),24116.0,43212.0,-19096.0
20260807,LC,外资(高盛+摩根),0.0,0.0,0.0
20260807,LC,主力(国君+东证+中财),115473.0,122330.0,-6857.0
